geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.254481042138735, -2.266708282655717;"{""coordinates"": [-2.266708282655717, 47.254481042138735], ""type"": ""Point""}";524;w172963062;44184;[-2.2667082826557152,47.254481042138785];22;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Vrai;https://www.velyceo.com/abris-velos;;"© les contributeurs d’OpenStreetMap ; © CARENE";;STRAN;2024-02-23;"Abonnement annuel 12 € ; Accès avec le pass mobilité Ycéo délivré à l’Espace Mobilité Ycéo, 6 place Sémard à Saint-Nazaire (pièces justificatives demandées)"
47.285558384089626, -2.21038016406345;"{""coordinates"": [-2.21038016406345, 47.285558384089626], ""type"": ""Point""}";654;;44184;[-2.210380164063452,47.28555838408966];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.24586349999994, -2.3205408;"{""coordinates"": [-2.3205408, 47.24586349999994], ""type"": ""Point""}";106;n1838794707;44132;[-2.3205408000000043,47.245863500000006];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.236878579734594, -2.301139925926889;"{""coordinates"": [-2.301139925926889, 47.236878579734594], ""type"": ""Point""}";663;;44184;[-2.3011399259268965,47.23687857973464];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-07-04;
47.283180889239624, -2.2178960748503;"{""coordinates"": [-2.2178960748503, 47.283180889239624], ""type"": ""Point""}";555;;44184;[-2.2178960748503047,47.28318088923966];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;Mis à disposition par la boulangerie
47.27179239999997, -2.354674600000011;"{""coordinates"": [-2.354674600000011, 47.27179239999997], ""type"": ""Point""}";164;n1839685440;44132;[-2.3546746000000045,47.2717924];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27326489999996, -2.2156042;"{""coordinates"": [-2.2156042, 47.27326489999996], ""type"": ""Point""}";167;n8602638939;44184;[-2.215604200000004,47.2732649];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;BOX INDIVIDUEL FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";CARENE;STRAN;2022-09-19;Prévoir dispositif de fermeture type cadenas ou U
47.2985053663899, -2.208621612958662;"{""coordinates"": [-2.208621612958662, 47.2985053663899], ""type"": ""Point""}";658;;44210;[-2.2086216129586695,47.29850536638995];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.29212575552774, -2.191499748446624;"{""coordinates"": [-2.191499748446624, 47.29212575552774], ""type"": ""Point""}";665;;44184;[-2.1914997484466263,47.29212575552777];28;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Vrai;;2021;@carene;Saint-Nazaire Agglomération;Saint-Nazaire Agglomération;2023-06-23;
47.30122059999993, -2.2022065;"{""coordinates"": [-2.2022065, 47.30122059999993], ""type"": ""Point""}";22;n3269103441;44210;[-2.2022065000000026,47.30122059999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.319488599999964, -2.303225;"{""coordinates"": [-2.303225, 47.319488599999964], ""type"": ""Point""}";197;n8789234762;44151;[-2.3032250000000056,47.3194886];1;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.319600499999964, -2.073907100000011;"{""coordinates"": [-2.073907100000011, 47.319600499999964], ""type"": ""Point""}";225;n8791232380;44052;[-2.073907100000007,47.319600500000014];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.267511, -2.3480392;"{""coordinates"": [-2.3480392, 47.267511], ""type"": ""Point""}";229;n8791155974;44132;[-2.348039200000005,47.26751099999998];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.287297559488444, -2.210772081950803;"{""coordinates"": [-2.210772081950803, 47.287297559488444], ""type"": ""Point""}";519;;44184;[-2.2107720819507986,47.287297559488486];22;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Vrai;https://www.velyceo.com/abris-velos;;© CARENE;;STRAN;2024-02-23;"Abonnement annuel 12 € ; Accès avec le pass mobilité Ycéo délivré à l’Espace Mobilité Ycéo, 6 place Sémard à Saint-Nazaire (pièces justificatives demandées)"
47.25739909999995, -2.3198045;"{""coordinates"": [-2.3198045, 47.25739909999995], ""type"": ""Point""}";237;n8791345474;44132;[-2.319804500000004,47.257399099999986];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.269133, -2.3429442;"{""coordinates"": [-2.3429442, 47.269133], ""type"": ""Point""}";243;n8791315526;44132;[-2.3429442000000034,47.269133000000004];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27013479999996, -2.3434156;"{""coordinates"": [-2.3434156, 47.27013479999996], ""type"": ""Point""}";250;n8791315525;44132;[-2.3434156000000037,47.2701348];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27551107250017, -2.203859290758436;"{""coordinates"": [-2.203859290758436, 47.27551107250017], ""type"": ""Point""}";257;n3560335007;44184;[-2.203859290758443,47.27551107250024];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26746179999995, -2.2278618;"{""coordinates"": [-2.2278618, 47.26746179999995], ""type"": ""Point""}";265;n4744553130;44184;[-2.2278618000000048,47.26746179999999];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27129039999995, -2.2064945;"{""coordinates"": [-2.2064945, 47.27129039999995], ""type"": ""Point""}";267;n5834057558;44184;[-2.2064945000000025,47.271290400000005];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.271175699999944, -2.20445870000001;"{""coordinates"": [-2.20445870000001, 47.271175699999944], ""type"": ""Point""}";268;n5834058088;44184;[-2.2044587000000044,47.27117570000001];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27190796952357, -2.204753344155922;"{""coordinates"": [-2.204753344155922, 47.27190796952357], ""type"": ""Point""}";283;n6173125518;44184;[-2.2047533441559253,47.27190796952362];18;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27235559999997, -2.2297178;"{""coordinates"": [-2.2297178, 47.27235559999997], ""type"": ""Point""}";286;n6171412909;44184;[-2.2297178000000053,47.27235560000002];36;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.259096799999966, -2.3388333;"{""coordinates"": [-2.3388333, 47.259096799999966], ""type"": ""Point""}";295;n7790802034;44132;[-2.338833300000003,47.2590968];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.32958169999995, -2.136474900000011;"{""coordinates"": [-2.136474900000011, 47.32958169999995], ""type"": ""Point""}";302;n8521043710;44103;[-2.1364749000000045,47.329581700000006];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de Montoir-de-Bretagne;2022-09-19;
47.28017859999996, -2.2144324;"{""coordinates"": [-2.2144324, 47.28017859999996], ""type"": ""Point""}";105;n1655161268;44184;[-2.214432400000003,47.28017860000002];26;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.327037099999956, -2.150546;"{""coordinates"": [-2.150546, 47.327037099999956], ""type"": ""Point""}";306;n8521005596;44103;[-2.150546000000004,47.327037100000005];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de Montoir-de-Bretagne;2022-09-19;
47.27400959999994, -2.2290376;"{""coordinates"": [-2.2290376, 47.27400959999994], ""type"": ""Point""}";324;n8528573909;44184;[-2.229037600000004,47.2740096];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25933369999994, -2.3389567;"{""coordinates"": [-2.3389567, 47.25933369999994], ""type"": ""Point""}";127;n1839587491;44132;[-2.3389567000000038,47.25933369999999];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26850189999997, -2.3494551;"{""coordinates"": [-2.3494551, 47.26850189999997], ""type"": ""Point""}";140;n1839685429;44132;[-2.3494551000000032,47.26850190000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.271448499999956, -2.3540524;"{""coordinates"": [-2.3540524, 47.271448499999956], ""type"": ""Point""}";141;n1839685418;44132;[-2.3540524000000023,47.2714485];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.313485, -2.311257;"{""coordinates"": [-2.311257, 47.313485], ""type"": ""Point""}";330;n1861450958;44151;[-2.3112570000000026,47.313485];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28995619999995, -2.2586631;"{""coordinates"": [-2.2586631, 47.28995619999995], ""type"": ""Point""}";338;;44184;[-2.2586631000000015,47.2899562];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27501959999996, -2.2043043;"{""coordinates"": [-2.2043043, 47.27501959999996], ""type"": ""Point""}";49;n1655161394;44184;[-2.2043043000000027,47.27501960000001];10;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27562512138479, -2.203537253729063;"{""coordinates"": [-2.203537253729063, 47.27562512138479], ""type"": ""Point""}";77;n9036805381;44184;[-2.2035372537290705,47.27562512138484];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27144221401824, -2.216407766549872;"{""coordinates"": [-2.216407766549872, 47.27144221401824], ""type"": ""Point""}";362;n2080063156;44184;[-2.216407766549876,47.27144221401829];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27879116015058, -2.212618451490361;"{""coordinates"": [-2.212618451490361, 47.27879116015058], ""type"": ""Point""}";386;n2357410652;44184;[-2.2126184514903606,47.27879116015065];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27535334073496, -2.21347303405042;"{""coordinates"": [-2.21347303405042, 47.27535334073496], ""type"": ""Point""}";388;n2357410645;44184;[-2.21347303405042,47.275353340735016];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25342579999995, -2.2537473;"{""coordinates"": [-2.2537473, 47.25342579999995], ""type"": ""Point""}";3;n2887748251;44184;[-2.2537473000000015,47.25342580000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26164069999996, -2.2562367;"{""coordinates"": [-2.2562367, 47.26164069999996], ""type"": ""Point""}";411;n2371247536;44184;[-2.256236700000004,47.261640700000015];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.265831799999965, -2.3400512;"{""coordinates"": [-2.3400512, 47.265831799999965], ""type"": ""Point""}";422;n1839656290;44132;[-2.340051200000003,47.265831800000015];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27423109999995, -2.213316200000012;"{""coordinates"": [-2.213316200000012, 47.27423109999995], ""type"": ""Point""}";424;n1809222894;44184;[-2.213316200000005,47.274231099999994];22;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25817759999998, -2.2663608;"{""coordinates"": [-2.2663608, 47.25817759999998], ""type"": ""Point""}";427;n7672017706;44184;[-2.266360800000005,47.25817760000001];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;BOX INDIVIDUEL FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";CARENE;STRAN;2022-09-19;Prévoir dispositif de fermeture type cadenas ou U
47.25795474120113, -2.267009722073626;"{""coordinates"": [-2.267009722073626, 47.25795474120113], ""type"": ""Point""}";429;n1837915364;44184;[-2.267009722073625,47.25795474120118];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27013449642786, -2.211315344836553;"{""coordinates"": [-2.211315344836553, 47.27013449642786], ""type"": ""Point""}";31;n1655161173;44184;[-2.21131534483655,47.2701344964279];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28018839999994, -2.2343631;"{""coordinates"": [-2.2343631, 47.28018839999994], ""type"": ""Point""}";466;n8676230153;44184;[-2.2343631000000053,47.280188399999986];16;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.32763164044431, -2.150199003114682;"{""coordinates"": [-2.150199003114682, 47.32763164044431], ""type"": ""Point""}";560;;44103;[-2.1501990031146887,47.32763164044436];8;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.268872525386605, -2.214880434453367;"{""coordinates"": [-2.214880434453367, 47.268872525386605], ""type"": ""Point""}";44;n494896159;44184;[-2.2148804344533706,47.26887252538665];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26439337421009, -2.26249190394929;"{""coordinates"": [-2.26249190394929, 47.26439337421009], ""type"": ""Point""}";566;;44184;[-2.2624919039492917,47.26439337421014];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26120253768436, -2.339789640133318;"{""coordinates"": [-2.339789640133318, 47.26120253768436], ""type"": ""Point""}";576;;44132;[-2.3397896401333194,47.261202537684404];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26080217347741, -2.339870037771909;"{""coordinates"": [-2.339870037771909, 47.26080217347741], ""type"": ""Point""}";577;;44132;[-2.3398700377719086,47.26080217347744];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.2653404797024, -2.224621857212373;"{""coordinates"": [-2.224621857212373, 47.2653404797024], ""type"": ""Point""}";598;;44184;[-2.224621857212377,47.265340479702466];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.24046039999996, -2.2700465;"{""coordinates"": [-2.2700465, 47.24046039999996], ""type"": ""Point""}";102;n1838794692;44184;[-2.270046500000004,47.24046040000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27568441352192, -2.213356284533256;"{""coordinates"": [-2.213356284533256, 47.27568441352192], ""type"": ""Point""}";607;;44184;[-2.213356284533262,47.27568441352196];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.28250436669136, -2.208047345827966;"{""coordinates"": [-2.208047345827966, 47.28250436669136], ""type"": ""Point""}";619;;44184;[-2.2080473458279704,47.28250436669141];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.44768469999996, -2.2416925;"{""coordinates"": [-2.2416925, 47.44768469999996], ""type"": ""Point""}";210;n8789359962;44030;[-2.241692500000004,47.4476847];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26991679999996, -2.239647;"{""coordinates"": [-2.239647, 47.26991679999996], ""type"": ""Point""}";505;n1955542762;44184;[-2.239647000000006,47.269916800000004];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.29551135093922, -2.191252209974176;"{""coordinates"": [-2.191252209974176, 47.29551135093922], ""type"": ""Point""}";511;;44184;[-2.191252209974179,47.29551135093927];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27766742829302, -2.211308708872233;"{""coordinates"": [-2.211308708872233, 47.27766742829302], ""type"": ""Point""}";518;w149948952;44184;[-2.211308708872234,47.277667428293064];32;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Vrai;https://www.velyceo.com/abris-velos;;"© les contributeurs d’OpenStreetMap ; © CARENE";;STRAN;2024-02-23;"Abonnement annuel 12 € ; Accès avec le pass mobilité Ycéo délivré à l’Espace Mobilité Ycéo, 6 place Sémard à Saint-Nazaire (pièces justificatives demandées)"
47.283327, -2.21949210000001;"{""coordinates"": [-2.21949210000001, 47.283327], ""type"": ""Point""}";12;n2717365372;44184;[-2.2194921000000036,47.28332700000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26700968598804, -2.221578636257597;"{""coordinates"": [-2.221578636257597, 47.26700968598804], ""type"": ""Point""}";34;n1655161216;44184;[-2.2215786362575973,47.2670096859881];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.45528589999996, -2.2319466;"{""coordinates"": [-2.2319466, 47.45528589999996], ""type"": ""Point""}";202;n8789398274;44030;[-2.2319466000000068,47.455285899999986];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.281619, -2.2115704;"{""coordinates"": [-2.2115704, 47.281619], ""type"": ""Point""}";69;n1681877437;44184;[-2.2115704000000043,47.281618999999985];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26094549999997, -2.2560445;"{""coordinates"": [-2.2560445, 47.26094549999997], ""type"": ""Point""}";98;n1699841512;44184;[-2.256044500000002,47.260945500000005];10;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25077289999995, -2.3311626;"{""coordinates"": [-2.3311626, 47.25077289999995], ""type"": ""Point""}";131;n1839552379;44132;[-2.3311626000000047,47.25077290000001];14;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25990079999995, -2.3379852;"{""coordinates"": [-2.3379852, 47.25990079999995], ""type"": ""Point""}";155;n1843789873;44132;[-2.337985200000005,47.2599008];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25883109999996, -2.3407137;"{""coordinates"": [-2.3407137, 47.25883109999996], ""type"": ""Point""}";162;n1839685438;44132;[-2.340713700000003,47.258831100000016];5;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
